isced11,isco08,mgstatus,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,Percentage
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Netherlands,2022,45.6,unknown,2.39
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Norway,2022,13.7,unknown,0.72
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Poland,2022,565.0,unknown,29.58
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Portugal,2022,4.3,u,0.23
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Romania,2022,179.1,unknown,9.38
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Serbia,2022,90.9,unknown,4.76
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Sweden,2022,19.3,unknown,1.01
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Slovenia,2022,11.5,unknown,0.6
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Slovakia,2022,17.6,unknown,0.92
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Austria,2022,6.0,unknown,6.89
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Switzerland,2022,4.8,u,5.51
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Czechia,2022,3.8,unknown,4.36
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Germany,2022,38.2,unknown,43.86
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Spain,2022,4.1,du,4.71
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,France,2022,8.4,du,9.64
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Croatia,2022,1.4,u,1.61
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Italy,2022,15.9,unknown,18.25
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Serbia,2022,3.4,u,3.9
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Slovenia,2022,1.1,u,1.26
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Austria,2022,67.8,unknown,5.69
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Belgium,2022,33.9,unknown,2.85
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Switzerland,2022,54.0,unknown,4.53
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Cyprus,2022,2.8,unknown,0.24
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Czechia,2022,27.6,unknown,2.32
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Germany,2022,423.5,unknown,35.55
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Denmark,2022,6.1,unknown,0.51
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Estonia,2022,4.6,unknown,0.39
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Greece,2022,10.1,unknown,0.85
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Spain,2022,57.6,d,4.84
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Finland,2022,12.1,unknown,1.02
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,France,2022,152.0,d,12.76
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Croatia,2022,18.0,unknown,1.51
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Hungary,2022,13.0,unknown,1.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Ireland,2022,11.8,unknown,0.99
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Iceland,2022,1.3,unknown,0.11
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Italy,2022,153.1,unknown,12.85
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Lithuania,2022,3.9,u,0.33
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Luxembourg,2022,2.9,unknown,0.24
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Latvia,2022,4.1,unknown,0.34
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Malta,2022,1.8,unknown,0.15
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Netherlands,2022,26.6,unknown,2.23
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Norway,2022,24.2,unknown,2.03
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Poland,2022,11.9,u,1.0
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Portugal,2022,9.8,unknown,0.82
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Serbia,2022,21.8,unknown,1.83
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Sweden,2022,17.7,unknown,1.49
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Slovenia,2022,17.2,unknown,1.44
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Austria,2022,21.8,unknown,1.71
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Belgium,2022,8.6,unknown,0.68
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Bulgaria,2022,36.7,unknown,2.89
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Switzerland,2022,25.3,unknown,1.99
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Czechia,2022,66.4,unknown,5.22
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Germany,2022,237.0,unknown,18.63
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Denmark,2022,9.3,unknown,0.73
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Estonia,2022,4.1,unknown,0.32
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Greece,2022,5.6,unknown,0.44
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Spain,2022,20.1,d,1.58
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Finland,2022,12.9,unknown,1.01
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,France,2022,111.2,d,8.74
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Croatia,2022,13.1,unknown,1.03
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Hungary,2022,40.6,unknown,3.19
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Italy,2022,81.2,unknown,6.38
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Lithuania,2022,22.1,unknown,1.74
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Latvia,2022,5.8,unknown,0.46
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Netherlands,2022,18.6,unknown,1.46
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Norway,2022,5.8,u,0.46
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Poland,2022,198.2,unknown,15.58
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Portugal,2022,12.3,unknown,0.97
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Romania,2022,217.0,unknown,17.06
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Serbia,2022,41.9,unknown,3.29
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Sweden,2022,11.5,unknown,0.9
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Slovenia,2022,5.5,unknown,0.43
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,F,THS_PER,Slovakia,2022,39.3,unknown,3.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Austria,2022,236.8,unknown,2.16
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Belgium,2022,199.3,unknown,1.81
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Bulgaria,2022,160.3,unknown,1.46
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Switzerland,2022,167.5,unknown,1.53
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Cyprus,2022,12.6,unknown,0.11
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Czechia,2022,623.8,unknown,5.68
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Germany,2022,2110.2,unknown,19.21
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Denmark,2022,120.1,unknown,1.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Estonia,2022,31.8,unknown,0.29
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Greece,2022,112.9,unknown,1.03
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Spain,2022,287.6,d,2.62
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Finland,2022,154.8,unknown,1.41
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,France,2022,1270.6,d,11.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Croatia,2022,157.6,unknown,1.43
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Hungary,2022,449.1,unknown,4.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Ireland,2022,55.3,unknown,0.5
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Iceland,2022,8.3,unknown,0.08
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Italy,2022,892.9,unknown,8.13
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Lithuania,2022,68.9,unknown,0.63
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Luxembourg,2022,5.1,unknown,0.05
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Latvia,2022,37.8,unknown,0.34
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Malta,2022,3.5,unknown,0.03
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Netherlands,2022,235.6,unknown,2.15
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Norway,2022,108.3,unknown,0.99
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Poland,2022,1658.5,unknown,15.1
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Portugal,2022,68.6,unknown,0.62
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Romania,2022,938.8,unknown,8.55
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Serbia,2022,219.7,unknown,2.0
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Sweden,2022,225.3,unknown,2.05
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Slovenia,2022,61.3,unknown,0.56
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Craft and related trades workers,Native Born,Y20-64,M,THS_PER,Slovakia,2022,299.7,unknown,2.73
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Austria,2022,4.8,u,4.49
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Switzerland,2022,2.4,u,2.25
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Czechia,2022,10.4,unknown,9.74
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Germany,2022,40.9,unknown,38.3
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Estonia,2022,1.3,u,1.22
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Spain,2022,4.9,du,4.59
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,France,2022,7.2,du,6.74
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Croatia,2022,3.1,u,2.9
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Hungary,2022,4.9,unknown,4.59
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Italy,2022,16.6,unknown,15.54
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Malta,2022,0.6,u,0.56
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Netherlands,2022,2.3,u,2.15
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Serbia,2022,6.2,unknown,5.81
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,F,THS_PER,Slovenia,2022,1.2,u,1.12
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Austria,2022,28.1,unknown,4.79
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Belgium,2022,15.2,unknown,2.59
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Switzerland,2022,18.6,unknown,3.17
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Cyprus,2022,1.0,u,0.17
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Czechia,2022,19.9,unknown,3.39
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Germany,2022,243.9,unknown,41.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Denmark,2022,4.6,unknown,0.78
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Estonia,2022,3.8,unknown,0.65
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Greece,2022,4.0,unknown,0.68
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Spain,2022,24.2,d,4.12
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Finland,2022,6.4,unknown,1.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,France,2022,63.6,d,10.84
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Croatia,2022,9.3,u,1.59
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Hungary,2022,7.4,unknown,1.26
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Iceland,2022,0.5,unknown,0.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Italy,2022,70.3,unknown,11.98
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Lithuania,2022,2.8,u,0.48
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Luxembourg,2022,2.6,unknown,0.44
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Malta,2022,1.1,u,0.19
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Netherlands,2022,15.5,unknown,2.64
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Norway,2022,7.5,u,1.28
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Serbia,2022,16.5,unknown,2.81
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Sweden,2022,9.6,unknown,1.64
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,First Generation Immigrant,Y20-64,M,THS_PER,Slovenia,2022,10.3,unknown,1.76
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Austria,2022,11.8,unknown,0.9
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Belgium,2022,11.4,unknown,0.87
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Bulgaria,2022,37.7,unknown,2.86
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Switzerland,2022,7.0,unknown,0.53
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Czechia,2022,132.7,unknown,10.08
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Germany,2022,168.1,unknown,12.77
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Denmark,2022,6.2,unknown,0.47
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Estonia,2022,4.5,unknown,0.34
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Greece,2022,3.2,u,0.24
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Spain,2022,23.8,d,1.81
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Finland,2022,17.0,unknown,1.29
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,France,2022,158.9,d,12.07
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Croatia,2022,28.0,unknown,2.13
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Hungary,2022,101.6,unknown,7.72
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Italy,2022,80.6,unknown,6.12
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Lithuania,2022,7.7,unknown,0.58
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Latvia,2022,2.2,u,0.17
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Plant and machine operators and assemblers,Native Born,Y20-64,F,THS_PER,Netherlands,2022,12.3,unknown,0.93
